season,round,days_from_epoch,game_date,day,win_seed,win_region,win_market,win_name,win_alias,win_team_id,win_school_ncaa,win_code_ncaa,win_kaggle_team_id,win_pts,lose_seed,lose_region,lose_market,lose_name,lose_alias,lose_team_id,lose_school_ncaa,lose_code_ncaa,lose_kaggle_team_id,lose_pts,num_ot,academic_year
1985,32,5554,1985-03-17,Sunday,03,W,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,74,06,W,Georgia,Bulldogs,UGA,4f4b0771-994c-4126-822d-7525aaa00f65,Georgia,257,1208,58,0,1984
2004,32,12498,2004-03-21,Sunday,05,W,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,92,04,W,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,68,0,2003
2013,64,15786,2013-03-22,Friday,07,W,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,57,10,W,Colorado,Buffaloes,COLO,9fccbf28-2858-4263-821c-fdefb3c7efa3,Colorado,157,1160,49,0,2012
2013,64,15786,2013-03-22,Friday,01,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,83,16,W,James Madison,Dukes,JMU,524e3eec-7dde-45c7-b3cc-6308cec73350,James Madison,317,1241,62,0,2012
2016,32,16879,2016-03-19,Saturday,05,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,73,04,W,Kentucky,Wildcats,UK,2267a1f4-68f6-418b-aaf6-2aa0c4b291f1,Kentucky,334,1246,67,0,2015
2016,64,16877,2016-03-17,Thursday,05,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,99,12,W,Chattanooga,Mocs,CHAT,4c9fb59b-6cec-4b0d-bb0f-628b391d138c,Chattanooga,693,1151,74,0,2015
1994,32,8844,1994-03-20,Sunday,05,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,67,04,W,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,58,0,1993
2013,32,15788,2013-03-24,Sunday,01,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,58,09,W,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,52,0,2012
1994,64,8842,1994-03-18,Friday,05,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,84,12,W,Ohio,Bobcats,OHIO,327f09e2-e75f-4014-8ef7-caf9202cd583,Ohio,519,1325,72,0,1993
1998,64,10297,1998-03-12,Thursday,07,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,94,10,W,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,87,1,1997
1992,64,8114,1992-03-20,Friday,10,W,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,76,07,W,Charlotte,49ers,CHAR,8ddbfca9-a931-4908-aa31-9fcd17624b5f,Charlotte,458,1150,74,0,1991
2014,32,16152,2014-03-23,Sunday,03,W,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,85,06,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,83,0,2013
2014,64,16150,2014-03-21,Friday,03,W,Iowa State,Cyclones,ISU,0e4258fa-3154-4c16-b693-adecab184c6c,Iowa St.,311,1235,93,14,W,North Carolina Central,Eagles,NCCU,e4c315a0-e83f-4d14-856e-34a0463059e3,N.C. Central,489,1300,75,0,2013
2013,68,15784,2013-03-20,Wednesday,16,W,James Madison,Dukes,JMU,524e3eec-7dde-45c7-b3cc-6308cec73350,James Madison,317,1241,68,16,W,LIU Brooklyn,Blackbirds,LIU,82c12e8d-7c6c-47d8-b100-3cbc190d268e,LIU Brooklyn,361,1254,55,0,2012
2012,64,15414,2012-03-15,Thursday,08,W,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,70,09,W,Southern Miss,Golden Eagles,USM,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,Southern Miss.,664,1379,64,0,2011
1990,64,7378,1990-03-15,Thursday,04,W,La Salle,Explorers,LAS,ad9a3e21-4585-4e35-8946-290fe4a16f18,La Salle,340,1247,79,13,W,Southern Miss,Golden Eagles,USM,6120ac5d-e0f2-4b28-9e6f-ee71596a7e88,Southern Miss.,664,1379,63,0,1989
2005,64,12860,2005-03-18,Friday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,68,13,W,Louisiana-Lafayette,Ragin' Cajuns,ULL,63cad858-8654-4956-8438-8fe79cd1208a,Louisiana,671,1418,62,0,2004
2008,16,13965,2008-03-27,Thursday,03,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,79,02,W,Tennessee,Volunteers,TENN,b827dbdf-230f-4916-9703-3bb9004e26eb,Tennessee,694,1397,60,0,2007
2008,32,13961,2008-03-23,Sunday,03,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,78,06,W,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,48,0,2007
2005,32,12862,2005-03-20,Sunday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,76,05,W,Georgia Tech,Yellow Jackets,GT,0f63a6f5-bda7-4fd9-9271-8d33f555ca19,Georgia Tech,255,1210,54,0,2004
2005,16,12866,2005-03-24,Thursday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,93,01,W,Washington,Huskies,WASH,e52c9644-717a-46f4-bf16-aeca000b3b44,Washington,756,1449,79,0,2004
2015,16,16521,2015-03-27,Friday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,75,08,W,North Carolina State,Wolfpack,NCST,52df1e19-b142-4a76-a439-ad68455d0581,NC State,490,1301,65,0,2014
2003,64,12132,2003-03-21,Friday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,86,13,W,Austin Peay,Governors,PEAY,a0fdb660-a822-4337-b01d-31c4d2c99c8a,Austin Peay,43,1122,64,0,2002
2005,8,12868,2005-03-26,Saturday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,93,07,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,85,1,2004
1997,32,9936,1997-03-16,Sunday,06,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,64,03,W,New Mexico,Lobos,UNM,1b1977ec-b32f-4ce3-95a4-d07bab4816cd,New Mexico,473,1307,63,0,1996
2015,64,16514,2015-03-20,Friday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,57,13,W,UC Irvine,Anteaters,UCI,39d00ef7-320d-47cf-a2fa-859bc24d16b4,UC Irvine,109,1414,55,0,2014
2008,64,13959,2008-03-21,Friday,03,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,79,14,W,Boise State,Broncos,BSU,c1c54dbf-805c-47fc-a707-c803e94db2a4,Boise St.,66,1129,61,0,2007
2015,32,16516,2015-03-22,Sunday,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,66,05,W,Northern Iowa,Panthers,UNI,2c93a75d-5449-4ec1-9ca2-1e6c812399a4,UNI,504,1320,53,0,2014
1997,64,9934,1997-03-14,Friday,06,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,65,11,W,Massachusetts,Minutemen,MASS,88104678-e53b-43b3-82f7-efb3a11cedb9,Massachusetts,400,1269,57,0,1996
1997,16,9941,1997-03-21,Friday,06,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,78,10,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,63,0,1996
2006,8,13232,2006-03-25,Saturday,04,W,LSU,Tigers,LSU,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,LSU,365,1261,70,02,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,60,1,2005
2006,16,13230,2006-03-23,Thursday,04,W,LSU,Tigers,LSU,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,LSU,365,1261,62,01,W,Duke,Blue Devils,DUKE,faeb1160-5d15-4f26-99fc-c441cf21fc7f,Duke,193,1181,54,0,2005
2006,64,13223,2006-03-16,Thursday,04,W,LSU,Tigers,LSU,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,LSU,365,1261,80,13,W,Iona,Gaels,IONA,255c2a87-40c0-4989-bbb9-d286aac5d28e,Iona,310,1233,64,0,2005
2006,32,13225,2006-03-18,Saturday,04,W,LSU,Tigers,LSU,70e2bedd-3a0a-479c-ac99-e3f58aa6824b,LSU,365,1261,58,12,W,Texas A&M,Aggies,TXAM,ef184799-d79b-49d9-a662-991eaf4044cd,Texas A&M,697,1401,57,0,2005
2014,64,16150,2014-03-21,Friday,08,W,Memphis,Tigers,MEM,1551b3a0-6d10-4ffa-8dfa-73b56f004553,Memphis,404,1272,71,09,W,George Washington,Colonials,GW,d52c3640-069c-4554-982e-e6537c8044f1,George Washington,249,1203,66,0,2013
1999,64,10662,1999-03-12,Friday,02,W,Miami (FL),Hurricanes,MIA,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Miami (FL),415,1274,75,15,W,Lafayette,Leopards,LAF,6af02334-9ac3-452f-bcf4-20abdb72bd07,Lafayette,342,1248,54,0,1998
2013,32,15788,2013-03-24,Sunday,02,W,Miami (FL),Hurricanes,MIA,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Miami (FL),415,1274,63,07,W,Illinois,Fighting Illini,ILL,150148c2-ca8f-414f-8f41-d94a55d4a122,Illinois,301,1228,59,0,2012
2013,64,15786,2013-03-22,Friday,02,W,Miami (FL),Hurricanes,MIA,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Miami (FL),415,1274,78,15,W,Pacific,Tigers,PAC,c9570e17-c4fd-41e6-908a-1a083941319d,Pacific,534,1334,49,0,2012
2008,68,13956,2008-03-18,Tuesday,16,W,Mount St. Mary's,Mountaineers,MSM,5fe4a398-1699-4442-a364-305b2f0ac01e,Mt. St. Mary's,450,1291,69,16,W,Coppin State,Eagles,COPP,5f9a90a2-3926-404e-8c8a-d9f22ad6907d,Coppin St.,165,1164,60,0,2007
2017,68,17239,2017-03-14,Tuesday,16,W,Mount St. Mary's,Mountaineers,MSM,5fe4a398-1699-4442-a364-305b2f0ac01e,Mt. St. Mary's,450,1291,67,16,W,New Orleans,Privateers,UNO,e7ff6d5c-07e9-42af-955d-0a0b8c1e2288,New Orleans,474,1309,66,0,2016
2014,16,16157,2014-03-28,Friday,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,61,01,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,59,0,2013
2014,32,16151,2014-03-22,Saturday,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,80,12,W,Harvard,Crimson,HARV,5c7bf63f-bc39-43c5-9907-73b50b7a6b34,Harvard,275,1217,73,0,2013
2015,32,16516,2015-03-22,Sunday,07,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,60,02,W,Virginia,Cavaliers,UVA,56913910-87f7-4ad7-ae3b-5cd9fb218fd9,Virginia,746,1438,54,0,2014
2015,16,16521,2015-03-27,Friday,07,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,62,03,W,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,58,0,2014
2015,8,16523,2015-03-29,Sunday,07,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,76,04,W,Louisville,Cardinals,LOU,b795ddbc-baab-4499-8803-52e8608520ab,Louisville,367,1257,70,1,2014
2007,64,13587,2007-03-15,Thursday,09,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,61,08,W,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,49,0,2006
1998,32,10299,1998-03-14,Saturday,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,63,05,W,Princeton,Tigers,PRIN,fe406882-9f22-495e-9df6-ef357a6803c6,Princeton,554,1343,56,0,1997
1998,64,10297,1998-03-12,Thursday,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,83,13,W,Eastern Michigan,Eagles,EMU,2ed86226-3fff-4083-90fa-6b02307e6f73,Eastern Mich.,204,1185,71,0,1997
2014,64,16149,2014-03-20,Thursday,04,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,93,13,W,Delaware,Fightin Blue Hens,DEL,0affc15f-641d-4211-970d-fb9fb8d36842,Delaware,180,1174,78,0,2013
2015,64,16514,2015-03-20,Friday,07,W,Michigan State,Spartans,MSU,a41d5a05-4c11-4171-a57e-e7a1ea325a6d,Michigan St.,416,1277,70,10,W,Georgia,Bulldogs,UGA,4f4b0771-994c-4126-822d-7525aaa00f65,Georgia,257,1208,63,0,2014
1986,64,5915,1986-03-13,Thursday,08,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,72,09,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,64,0,1985
1995,64,9206,1995-03-17,Friday,14,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,89,03,W,Villanova,Wildcats,VILL,4383eb6a-7fd8-4ff2-94c5-43c933121e88,Villanova,739,1437,81,3,1994
2011,64,15051,2011-03-18,Friday,01,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,75,16,W,UTSA,Roadrunners,UTSA,953151f2-1e42-4cb0-a99e-202493a64dcf,UTSA,706,1427,46,0,2010
2011,32,15053,2011-03-20,Sunday,01,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,98,08,W,George Mason,Patriots,GMU,e76479d0-a768-46d2-89bf-7b9dae12bec8,George Mason,248,1206,66,0,2010
2012,32,15416,2012-03-17,Saturday,02,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,73,07,W,Gonzaga,Bulldogs,GONZ,2f4d21f8-6d5f-48a5-abca-52a30583871a,Gonzaga,260,1211,66,0,2011
2012,64,15414,2012-03-15,Thursday,02,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,78,15,W,Loyola (MD),Greyhounds,L-MD,175d34a7-3823-4e4f-9f11-2464f55360b8,Loyola Maryland,369,1259,59,0,2011
2012,16,15421,2012-03-22,Thursday,02,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,81,06,W,Cincinnati,Bearcats,CIN,a17dfc54-415f-49c3-a2e6-d6fa9db18b0a,Cincinnati,140,1153,66,0,2011
2012,8,15423,2012-03-24,Saturday,02,W,Ohio State,Buckeyes,OSU,857462b3-0ab6-4d26-9669-10ca354e382b,Ohio St.,518,1326,77,01,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,70,0,2011
2005,64,12859,2005-03-17,Thursday,08,W,Pacific,Tigers,PAC,c9570e17-c4fd-41e6-908a-1a083941319d,Pacific,534,1334,79,09,W,Pittsburgh,Panthers,PITT,24051034-96bb-4f78-a3a6-312f3258780f,Pittsburgh,545,1338,71,0,2004
1991,64,7743,1991-03-15,Friday,13,W,Penn State,Nittany Lions,PSU,4aebd148-8119-4875-954c-66779867989b,Penn St.,539,1336,74,04,W,UCLA,Bruins,UCLA,ec0d6b67-4b16-4b50-92b2-1a651dae6b0f,UCLA,110,1417,69,0,1990
1999,64,10662,1999-03-12,Friday,10,W,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,58,07,W,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,54,0,1998
1999,32,10664,1999-03-14,Sunday,10,W,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,73,02,W,Miami (FL),Hurricanes,MIA,7aec5187-cb1b-45e5-8f7d-406d766cdc73,Miami (FL),415,1274,63,0,1998
1987,64,6280,1987-03-13,Friday,03,W,Purdue,Boilermakers,PUR,12d7f888-675b-459f-9099-a38f771d8a95,Purdue,559,1345,104,14,W,Northeastern,Huskies,NE,93df9b18-e9fc-42a7-bb45-a736c203b4dc,Northeastern,500,1318,95,0,1986
2016,64,16878,2016-03-18,Friday,14,W,Stephen F. Austin,Lumberjacks,SFA,5ef64f01-86ae-4553-9834-c79cc0859eaf,SFA,676,1372,70,03,W,West Virginia,Mountaineers,WVU,f770d3a2-221c-49ce-9c7a-680f7417fe9e,West Virginia,768,1452,56,0,2015
1989,64,7014,1989-03-16,Thursday,14,W,Siena,Saints,SIE,aba39ad0-6d9f-4946-bf7e-5c63bf966ce6,Siena,639,1373,80,03,W,Stanford,Cardinal,STAN,683ab61f-546f-44da-b085-c3a5740554aa,Stanford,674,1390,78,0,1988
2002,68,11758,2002-03-12,Tuesday,16,W,Siena,Saints,SIE,aba39ad0-6d9f-4946-bf7e-5c63bf966ce6,Siena,639,1373,81,16,W,Alcorn State,Braves,ALCN,1bddc811-44cf-4e53-b4ab-11c8dc82c9de,Alcorn,17,1108,77,0,2001
2002,32,11763,2002-03-17,Sunday,11,W,Southern Illinois,Salukis,SIU,7cdfcf92-7fe7-46f1-9b66-6912114182e6,Southern Ill.,659,1356,77,03,W,Georgia,Bulldogs,UGA,4f4b0771-994c-4126-822d-7525aaa00f65,Georgia,257,1208,75,0,2001
2002,64,11761,2002-03-15,Friday,11,W,Southern Illinois,Salukis,SIU,7cdfcf92-7fe7-46f1-9b66-6912114182e6,Southern Ill.,659,1356,76,06,W,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,68,0,2001
1993,64,8477,1993-03-18,Thursday,05,W,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,85,12,W,Texas Tech,Red Raiders,TTU,f8c705b7-87d3-411a-9c8b-5124daab0469,Texas Tech,700,1403,67,0,1992
1990,64,7379,1990-03-16,Friday,06,W,St. John's,Red Storm,SJU,c1f4aae1-aa16-4095-aeab-10e5c2a1236a,St. John's (NY),603,1385,81,11,W,Temple,Owls,TEM,8598d1b6-106b-4083-a512-2e495729525a,Temple,690,1396,65,0,1989
1995,64,9205,1995-03-16,Thursday,09,W,Saint Louis,Billikens,SLU,1e42cce3-236b-4f3e-9650-2c45e6332e1e,Saint Louis,609,1387,64,08,W,Minnesota,Golden Gophers,MINN,fa416692-7e09-4f0a-9bcf-0cf7d5149a14,Minnesota,428,1278,61,0,1994
1988,64,6650,1988-03-17,Thursday,07,W,SMU,Mustangs,SMU,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,SMU,663,1374,83,10,W,Notre Dame,Fighting Irish,ND,80962f09-8821-48b6-8cf0-0cf0eea56aa8,Notre Dame,513,1323,75,0,1987
1985,64,5551,1985-03-14,Thursday,05,W,SMU,Mustangs,SMU,3f4515ea-4472-46b9-ac9e-16d7d8f22a38,SMU,663,1374,85,12,W,Old Dominion,Monarchs,ODU,ce967953-5c50-4220-87b2-99acb9606e84,Old Dominion,523,1330,68,0,1984
1986,64,5916,1986-03-14,Friday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,101,15,W,Brown,Bears,BRWN,558abf02-97f4-4323-aa99-63c076d35932,Brown,80,1135,52,0,1985
2011,64,15051,2011-03-18,Friday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,77,14,W,Indiana State,Sycamores,INST,2a997096-a381-469d-a7e9-9e031c8b071c,Indiana St.,305,1232,60,0,2010
2003,4,12147,2003-04-05,Saturday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,95,01,X,Texas,Longhorns,TEX,6ed15092-2670-450a-99c2-61d861e87644,Texas,703,1400,84,0,2002
1988,64,6650,1988-03-17,Thursday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,69,14,W,North Carolina A&T,Aggies,NCAT,53aaac6a-796e-41a6-a04e-6ce74c5717f8,N.C. A&T,488,1299,55,0,1987
1985,64,5552,1985-03-15,Friday,07,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,70,10,W,DePaul,Blue Demons,DEP,ee09e6ad-3872-4745-bbb9-ebbd5c6f8318,DePaul,176,1177,65,0,1984
1987,4,6295,1987-03-28,Saturday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,77,06,X,Providence,Friars,PROV,7d3b9c72-cbdd-4b64-9aa3-a5bde9b75fdc,Providence,556,1344,63,0,1986
2013,64,15785,2013-03-21,Thursday,04,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,81,13,W,Montana,Grizzlies,MONT,e3848467-66c0-41e5-8283-02e3586d8601,Montana,441,1285,34,0,2012
2003,2,12149,2003-04-07,Monday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,81,02,Z,Kansas,Jayhawks,KU,fae4855b-1b64-4b40-a632-9ed345e1e952,Kansas,328,1242,78,0,2002
2003,64,12132,2003-03-21,Friday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,76,14,W,Manhattan,Jaspers,MAN,7a270923-01d6-4a6f-a93e-e8786266d502,Manhattan,381,1264,65,0,2002
2003,32,12134,2003-03-23,Sunday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,68,06,W,Oklahoma State,Cowboys,OKST,8ab00d43-840a-4c96-bdee-bf88fa6e3f11,Oklahoma St.,521,1329,56,0,2002
2003,8,12141,2003-03-30,Sunday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,63,01,W,Oklahoma,Sooners,OKLA,b2fda957-e15c-4fb2-8a13-6e58496f561e,Oklahoma,522,1328,47,0,2002
2012,64,15414,2012-03-15,Thursday,01,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,72,16,W,UNC Asheville,Bulldogs,UNCA,ad9fce12-6b1a-400c-bcbe-29d84d065fc0,UNC Asheville,456,1421,65,0,2011
2013,8,15794,2013-03-30,Saturday,04,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,55,03,W,Marquette,Golden Eagles,MARQ,06f7c904-0ac7-4125-b0f4-f4871bb69057,Marquette,387,1266,39,0,2012
2012,32,15416,2012-03-17,Saturday,01,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,75,08,W,Kansas State,Wildcats,KSU,d203f38a-a166-4258-bca2-e161b591ecfb,Kansas St.,327,1243,59,0,2011
1987,16,6286,1987-03-19,Thursday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,87,06,W,Florida,Gators,FLA,912f8837-1d81-4ef9-a576-a21f271d4c64,Florida,235,1196,81,0,1986
1987,64,6280,1987-03-13,Friday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,79,15,W,Georgia Southern,Eagles,GASO,6b955b96-b736-475e-bffd-e4acf2054169,Ga. Southern,253,1204,73,0,1986
2003,16,12139,2003-03-28,Friday,03,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,79,10,W,Auburn,Tigers,AUB,0c0608b3-f349-4f5e-9a10-7e6a744dd0d2,Auburn,37,1120,78,0,2002
2013,16,15792,2013-03-28,Thursday,04,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,61,01,W,Indiana,Hoosiers,IND,c3f0a8ce-af67-497f-a750-3b859376b20a,Indiana,306,1231,50,0,2012
1992,64,8114,1992-03-20,Friday,06,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,51,11,W,Princeton,Tigers,PRIN,fe406882-9f22-495e-9df6-ef357a6803c6,Princeton,554,1343,43,0,1991
1987,8,6288,1987-03-21,Saturday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,79,01,W,North Carolina,Tar Heels,UNC,e9ca48b2-00ba-41c0-a02b-6885a2da1ff1,North Carolina,457,1314,75,0,1986
2013,32,15787,2013-03-23,Saturday,04,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,66,12,W,California,Golden Bears,CAL,aacdc78d-b7fa-48f6-9686-2fdb8a95030e,California,107,1143,60,0,2012
1987,32,6282,1987-03-15,Sunday,02,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,104,10,W,Western Kentucky,Hilltoppers,WKU,881380da-861c-4ab6-a7d2-20699d8ea883,Western Ky.,772,1443,86,0,1986
2012,16,15421,2012-03-22,Thursday,01,W,Syracuse,Orange,SYR,8cd24de1-2be8-4b77-bcfa-47be0495a5f4,Syracuse,688,1393,64,04,W,Wisconsin,Badgers,WIS,c7569eae-5b93-4197-b204-6f3a62146b25,Wisconsin,796,1458,63,0,2011
